_from,to,category,score,normalized_score
depender,gestionar,tech,1,0.0
depender,mal,tech,1,0.0
depender,normal,tech,2,0.010201416118541534
depender,rango,tech,3,0.020402832237083064
depender,seguro,tech,2,0.010201416118541534
depender,tendriar,tech,1,0.0
deportivo,calidad,tech,2,0.010201416118541534
deportivo,gran,tech,3,0.020402832237083064
depresion,adema,tech,1,0.0
depresion,alimentario,tech,1,0.0
depresion,ansiedad,tech,3,0.020402832237083064
depresion,bulimia,tech,2,0.010201416118541534
depresion,desorden,tech,2,0.010201416118541534
depresion,insomnio,tech,3,0.020402832237083064
depresion,jovenes,tech,3,0.020402832237083064
depresion,nino,tech,2,0.010201416118541534
depuracion,fuerza,politic,3,0.07398203522467027
depuracion,llegar,politic,2,0.045920884776933006
depurar,crimen,politic,1,0.017859734329195735
depurar,fuerza,politic,3,0.07398203522467027
depurar,separalas,politic,2,0.045920884776933006
derecha,actualidad,politic,3,0.07398203522467027
derecha,colombia,politic,1,0.017859734329195735
derecha,dueno,politic,2,0.045920884776933006
derecha,extremo,politic,3,0.07398203522467027
derecha,financiado,politic,3,0.07398203522467027
derecho,aceptar,tech,3,0.020402832237083064
derecho,aquel,tech,1,0.0
derecho,autor,tech,3,0.020402832237083064
derecho,calle,politic,1,0.017859734329195735
derecho,civil,politic,6,0.15816548656788207
derecho,concluir,politic,1,0.017859734329195735
derecho,creador,tech,3,0.020402832237083064
derecho,cuidado,politic,2,0.045920884776933006
derecho,dato,tech,2,0.010201416118541534
derecho,desplazado,politic,5,0.1301043361201448
derecho,donante,tech,3,0.020402832237083064
derecho,economista,politic,1,0.017859734329195735
derecho,eliminado,tech,2,0.010201416118541534
derecho,grave,politic,2,0.045920884776933006
derecho,humanitario,politic,4,0.10204318567240755
derecho,inferior,politic,1,0.017859734329195735
derecho,instalacion,tech,1,0.0
derecho,inteligencia,politic,1,0.017859734329195735
derecho,interactuan,tech,1,0.0
derecho,internacional,politic,6,0.15816548656788207
derecho,justicia,politic,2,0.045920884776933006
derecho,organismo,politic,2,0.045920884776933006
derecho,pais,politic,2,0.045920884776933006
derecho,persistir,politic,3,0.07398203522467027
derecho,poblacion,politic,3,0.07398203522467027
derecho,privacidad,tech,1,0.0
derecho,proteger,tech,2,0.010201416118541534
derecho,publicacion,tech,3,0.020402832237083064
derecho,realista,politic,2,0.045920884776933006
derecho,rechazar,tech,2,0.010201416118541534
derecho,reparacion,politic,1,0.017859734329195735
derecho,resolucion,politic,1,0.017859734329195735
derecho,seguir,politic,1,0.017859734329195735
derecho,situacion,politic,1,0.017859734329195735
derecho,sonador,politic,3,0.07398203522467027
derecho,suficiente,tech,1,0.0
derecho,tecnologia,tech,2,0.010201416118541534
derecho,verdad,politic,3,0.07398203522467027
derechos,acatamiento,politic,2,0.045920884776933006
derechos,codhes,politic,1,0.017859734329195735
derechos,derecho,politic,1,0.017859734329195735
derechos,desplazamiento,politic,4,0.10204318567240755
derechos,digitales,tech,3,0.020402832237083064
derechos,explicar,tech,2,0.010201416118541534
derechos,hablar,politic,1,0.017859734329195735
derechos,humanos,politic,12,0.32653238925430567
derechos,lamentablemente,politic,2,0.045920884776933006
derechos,lograr,politic,1,0.017859734329195735
derechos,usuario,tech,1,0.0
derivar,aplicacion,tech,1,0.0
derivar,informacion,tech,3,0.020402832237083064
derivar,mejor,tech,1,0.0
derivar,robo,tech,3,0.020402832237083064
derivar,tendran,tech,2,0.010201416118541534
derivar,tokens,tech,2,0.010201416118541534
derribar,jefe,politic,2,0.045920884776933006
derribar,lunes,politic,1,0.017859734329195735
derribar,reforma,politic,3,0.07398203522467027
derrumbar,corrupto,politic,1,0.017859734329195735
derrumbar,pensional,politic,2,0.045920884776933006
derrumbar,reforma,politic,3,0.07398203522467027
desacelerar,desactivarla,tech,2,0.010201416118541534
desacelerar,rendimiento,tech,3,0.020402832237083064
desacelerar,solucion,tech,1,0.0
desactivar,acceder,tech,3,0.020402832237083064
desactivar,animacion,tech,9,0.08161132894833228
desactivar,chat,tech,2,0.010201416118541534
desactivar,especifico,tech,1,0.0
desactivar,notificacion,tech,3,0.020402832237083064
desactivar,operativo,tech,1,0.0
desactivar,paso,tech,1,0.0
desactivar,querer,tech,2,0.010201416118541534
desactivar,seguir,tech,2,0.010201416118541534
desactivar,sistema,tech,2,0.010201416118541534
desactivar,usuario,tech,4,0.0306042483556246
desactivarla,eficaz,tech,2,0.010201416118541534
desactivarla,funcionar,tech,1,0.0
desactivarla,mejorar,tech,1,0.0
desactivarla,movil,tech,2,0.010201416118541534
desactivarla,notar,tech,3,0.020402832237083064
desactivarla,solucion,tech,3,0.020402832237083064
desafio,centrado,tech,2,0.010201416118541534
desafio,creciente,tech,2,0.010201416118541534
desafio,enfoque,tech,3,0.020402832237083064
desafio,gestionar,tech,3,0.020402832237083064
desafio,humano,tech,1,0.0
desafio,numero,tech,1,0.0
desalientar,enfatizar,tech,1,0.0
desalientar,odio,tech,3,0.020402832237083064
desalientar,openai,tech,2,0.010201416118541534
desarchivar,bandeja,tech,1,0.0
desarchivar,nuevamente,tech,2,0.010201416118541534
desarchivar,ubicar,tech,3,0.020402832237083064
desarrollado,acuerdo,politic,1,0.017859734329195735
desarrollado,firma,tech,1,0.0
desarrollado,incluirir,tech,2,0.010201416118541534
desarrollado,intelligence,tech,2,0.010201416118541534
desarrollado,intentar,politic,2,0.045920884776933006
desarrollado,microsoft,tech,6,0.051007080592707664
desarrollado,oferta,tech,1,0.0
desarrollado,sociedad,politic,3,0.07398203522467027
desarrollado,stardust,tech,3,0.020402832237083064
desarrollador,alinear,tech,2,0.010201416118541534
desarrollador,analista,tech,3,0.020402832237083064
desarrollador,android,tech,2,0.010201416118541534
desarrollador,animacion,tech,1,0.0
desarrollador,aplicacion,tech,6,0.051007080592707664
desarrollador,comprometido,tech,2,0.010201416118541534
desarrollador,configuracion,tech,3,0.020402832237083064
desarrollador,conflicto,tech,3,0.020402832237083064
desarrollador,desactivar,tech,2,0.010201416118541534
desarrollador,dirijasar,tech,2,0.010201416118541534
desarrollador,febrero,tech,1,0.0
desarrollador,guia,tech,2,0.010201416118541534
desarrollador,informacion,tech,1,0.0
desarrollador,norma,tech,1,0.0
desarrollador,pregunta,tech,1,0.0
desarrollador,realizar,tech,2,0.010201416118541534
desarrollador,seguridad,tech,2,0.010201416118541534
desarrollador,usuario,tech,6,0.051007080592707664
desarrollar,alto,tech,2,0.010201416118541534
desarrollar,aplicacion,tech,1,0.0
desarrollar,calidad,tech,1,0.0
desarrollar,ciberataqu,tech,1,0.0
desarrollar,correctamente,tech,1,0.0
desarrollar,decision,politic,3,0.07398203522467027
desarrollar,destinado,tech,1,0.0
desarrollar,detectar,tech,2,0.010201416118541534
desarrollar,diferencia,tech,1,0.0
desarrollar,distinto,tech,3,0.020402832237083064
desarrollar,eficaz,tech,2,0.010201416118541534
desarrollar,especifico,tech,2,0.010201416118541534
desarrollar,farmaco,tech,3,0.020402832237083064
desarrollar,guerrilla,politic,2,0.045920884776933006
desarrollar,guia,tech,3,0.020402832237083064
desarrollar,herramienta,tech,3,0.020402832237083064
desarrollar,honor,tech,1,0.0
desarrollar,magico,tech,1,0.0
desarrollar,operar,tech,2,0.010201416118541534
desarrollar,operativo,tech,2,0.010201416118541534
desarrollar,pausar,politic,1,0.017859734329195735
desarrollar,plegable,tech,2,0.010201416118541534
desarrollar,poblacion,tech,3,0.020402832237083064
desarrollar,propio,tech,3,0.020402832237083064
desarrollar,sistema,tech,5,0.040805664474166135
desarrollar,tecnologia,tech,3,0.020402832237083064
desarrollar,telefono,tech,3,0.020402832237083064
desarrollar,u,tech,3,0.020402832237083064
desarrollo,algoritmo,tech,2,0.010201416118541534
desarrollo,alimenticio,tech,2,0.010201416118541534
desarrollo,artificial,tech,1,0.0
desarrollo,asigno,tech,1,0.0
desarrollo,aumentada,tech,1,0.0
desarrollo,bajo,tech,1,0.0
desarrollo,debate,politic,3,0.07398203522467027
desarrollo,decision,politic,3,0.07398203522467027
desarrollo,diabetes,tech,1,0.0
desarrollo,ejemplo,tech,2,0.010201416118541534
desarrollo,eln,politic,1,0.017859734329195735
desarrollo,enfermedad,tech,3,0.020402832237083064
desarrollo,especialmente,tech,3,0.020402832237083064
desarrollo,flote,politic,1,0.017859734329195735
desarrollo,fundamental,tech,2,0.010201416118541534
desarrollo,gafa,tech,3,0.020402832237083064
desarrollo,honor,tech,2,0.010201416118541534
desarrollo,huawei,tech,1,0.0
desarrollo,id,tech,6,0.051007080592707664
desarrollo,impulsar,tech,1,0.0
desarrollo,incluira,tech,3,0.020402832237083064
desarrollo,inteligencia,tech,2,0.010201416118541534
desarrollo,modelo,tech,3,0.020402832237083064
desarrollo,nuevamente,tech,1,0.0
desarrollo,pausa,politic,2,0.045920884776933006
desarrollo,realidad,tech,2,0.010201416118541534
desarrollo,renacimiento,tech,2,0.010201416118541534
desarrollo,salir,politic,2,0.045920884776933006
desarrollo,sistema,tech,3,0.020402832237083064
desarrollo,tecnologia,tech,3,0.020402832237083064
desarrollo,tendencia,tech,1,0.0
desarrollo,trastorno,tech,3,0.020402832237083064
desarrollo,videojuego,tech,3,0.020402832237083064
desarrollo,visito,tech,2,0.010201416118541534
desastres,acusar,politic,2,0.045920884776933006
desastres,congresista,politic,1,0.017859734329195735
desastres,ungrd,politic,6,0.15816548656788207
desbloquear,aplicacion,tech,2,0.010201416118541534
desbloquear,consumo,tech,1,0.0
desbloquear,estrella,tech,2,0.010201416118541534
desbloquear,ganar,tech,3,0.020402832237083064
desbloquear,medida,tech,1,0.0
desbloquear,potencial,tech,3,0.020402832237083064
desbordar,familia,tech,2,0.010201416118541534
desbordar,mostrar,tech,1,0.0
desbordar,padre,tech,3,0.020402832237083064
descansar,fuerza,politic,1,0.017859734329195735
descansar,honor,politic,2,0.045920884776933006
descansar,lograr,politic,3,0.07398203522467027
descanso,internet,tech,1,0.0
descanso,red,tech,3,0.020402832237083064
descanso,social,tech,2,0.010201416118541534
descarga,apple,tech,1,0.0
descarga,etc,tech,2,0.010201416118541534
descarga,iphone,tech,1,0.0
descarga,navegacion,tech,3,0.020402832237083064
descarga,oficial,tech,2,0.010201416118541534
descarga,tienda,tech,3,0.020402832237083064
descargar,encontrar,tech,2,0.010201416118541534
descargar,internet,tech,3,0.020402832237083064
descargar,juego,tech,1,0.0
descartar,contrasena,tech,2,0.010201416118541534
descartar,gestor,tech,3,0.020402832237083064
descartar,software,tech,1,0.0
descender,disminucion,tech,1,0.0
descender,lugar,tech,3,0.020402832237083064
descender,registrar,tech,2,0.010201416118541534
descifrar,basicamente,tech,3,0.020402832237083064
descifrar,constituyent,tech,2,0.010201416118541534
descifrar,cuerpo,tech,1,0.0
desconexion,celular,tech,2,0.010201416118541534
desconexion,exceso,tech,3,0.020402832237083064
desconexion,red,tech,1,0.0
descontrol,celular,tech,3,0.020402832237083064
descontrol,red,tech,2,0.010201416118541534
descontrolado,cancer,tech,1,0.0
descontrolado,tendriar,tech,2,0.010201416118541534
descontrolado,tipicamente,tech,3,0.020402832237083064
descripcion,funcionalidad,tech,2,0.010201416118541534
descripcion,textual,tech,3,0.020402832237083064
descubrimiento,lograr,tech,1,0.0
descubrimiento,potencial,tech,2,0.010201416118541534
descubrimiento,ventana,tech,3,0.020402832237083064
descubrir,efectivo,tech,1,0.0
descubrir,sencillo,tech,2,0.010201416118541534
descubrir,truco,tech,3,0.020402832237083064
descubrir,v,tech,1,0.0
descubrir,version,tech,2,0.010201416118541534
descubrir,vulnerabilidad,tech,3,0.020402832237083064
deseado,circular,tech,3,0.020402832237083064
deseado,involucrar,tech,1,0.0
deseado,mejor,tech,2,0.010201416118541534
deseado,modelo,tech,3,0.020402832237083064
deseado,plataforma,tech,2,0.010201416118541534
desear,acceso,politic,3,0.07398203522467027
desear,aceptar,tech,3,0.020402832237083064
desear,alquilar,tech,3,0.020402832237083064
desear,comportar,tech,3,0.020402832237083064
desear,cooki,tech,2,0.010201416118541534
desear,cuenta,tech,2,0.010201416118541534
desear,eliminacion,tech,3,0.020402832237083064
desear,hambre,politic,1,0.017859734329195735
desear,informacion,tech,1,0.0
desear,ministro,politic,2,0.045920884776933006
desear,modelo,tech,3,0.020402832237083064
desear,necesario,tech,1,0.0
desear,propiedad,tech,2,0.010201416118541534
desear,puntualizar,politic,3,0.07398203522467027
desear,quejar,politic,2,0.045920884776933006
desear,querido,tech,2,0.010201416118541534
desear,reflejar,tech,1,0.0
desear,retornar,politic,3,0.07398203522467027
desear,revivir,tech,3,0.020402832237083064
desear,tal,tech,1,0.0
desempeno,academico,tech,6,0.051007080592707664
desempeno,educativo,tech,3,0.020402832237083064
desempeno,joven,tech,2,0.010201416118541534
desempeno,nino,tech,4,0.0306042483556246
desempenos,educativo,tech,1,0.0
desempenos,pauperrimo,tech,3,0.020402832237083064
desempenos,prueba,tech,2,0.010201416118541534
desempleo,colombia,politic,2,0.045920884776933006
desempleo,encontrar,politic,1,0.017859734329195735
desempleo,encuesta,politic,2,0.045920884776933006
desempleo,informalidad,politic,3,0.07398203522467027
desempleo,poblacion,politic,3,0.07398203522467027
desempleo,situacion,politic,1,0.017859734329195735
desinstalacion,chequear,tech,4,0.0306042483556246
desinstalacion,completo,tech,3,0.020402832237083064
desinstalacion,dato,tech,1,0.0
desinstalacion,eliminar,tech,2,0.010201416118541534
desmedido,control,tech,3,0.020402832237083064
desmedido,generar,tech,2,0.010201416118541534
desmedido,grave,tech,1,0.0
desorden,alimentario,tech,3,0.020402832237083064
desorden,autoestima,tech,1,0.0
desorden,falla,tech,2,0.010201416118541534
despachar,galaxy,tech,2,0.010201416118541534
despachar,s,tech,1,0.0
despachar,unidad,tech,3,0.020402832237083064
despiadado,cabecilla,politic,2,0.045920884776933006
despiadado,compania,politic,1,0.017859734329195735
despiadado,terrorista,politic,3,0.07398203522467027
desplazado,acceso,politic,1,0.017859734329195735
desplazado,alimento,politic,1,0.017859734329195735
desplazado,armado,politic,1,0.017859734329195735
desplazado,atravesar,politic,2,0.045920884776933006
desplazado,causa,politic,3,0.07398203522467027
desplazado,colombia,politic,3,0.07398203522467027
desplazado,comparado,politic,3,0.07398203522467027
desplazado,conclusion,politic,3,0.07398203522467027
desplazado,condicion,politic,1,0.017859734329195735
desplazado,conflicto,politic,2,0.045920884776933006
desplazado,consumir,politic,3,0.07398203522467027
desplazado,cubrir,politic,1,0.017859734329195735
desplazado,dentro,politic,2,0.045920884776933006
desplazado,desear,politic,3,0.07398203522467027
desplazado,dificultad,politic,2,0.045920884776933006
desplazado,entrada,politic,1,0.017859734329195735
desplazado,grave,politic,1,0.017859734329195735
desplazado,inferior,politic,3,0.07398203522467027
desplazado,ingreso,politic,2,0.045920884776933006
desplazado,laboral,politic,1,0.017859734329195735
desplazado,menos,politic,5,0.1301043361201448
desplazado,municipio,politic,1,0.017859734329195735
desplazado,nivel,politic,3,0.07398203522467027
desplazado,pais,politic,3,0.07398203522467027
desplazado,persona,politic,2,0.045920884776933006
desplazado,poblacion,politic,4,0.10204318567240755
desplazado,promedio,politic,2,0.045920884776933006
desplazado,recibir,politic,3,0.07398203522467027
desplazado,referencia,politic,1,0.017859734329195735
desplazado,relacion,politic,1,0.017859734329195735
desplazado,retornar,politic,2,0.045920884776933006
desplazado,sacar,politic,2,0.045920884776933006
desplazado,seguir,politic,2,0.045920884776933006
desplazado,vecino,politic,4,0.10204318567240755
desplazado,vulnerable,politic,3,0.07398203522467027
desplazamiento,agencia,politic,2,0.045920884776933006
desplazamiento,atencion,politic,1,0.017859734329195735
desplazamiento,codhes,politic,3,0.07398203522467027
desplazamiento,confinamiento,politic,1,0.017859734329195735
desplazamiento,dato,politic,3,0.07398203522467027
desplazamiento,dinamica,politic,1,0.017859734329195735
desplazamiento,dirigir,politic,2,0.045920884776933006
desplazamiento,encuesta,politic,4,0.10204318567240755
desplazamiento,favorable,politic,1,0.017859734329195735
desplazamiento,forzado,politic,27,0.7474496459703647
desplazamiento,hablar,politic,3,0.07398203522467027
desplazamiento,iv,politic,2,0.045920884776933006
desplazamiento,llamar,politic,2,0.045920884776933006
desplazamiento,masivo,politic,2,0.045920884776933006
desplazamiento,nacional,politic,2,0.045920884776933006
desplazamiento,naciones,politic,1,0.017859734329195735
desplazamiento,nivel,politic,3,0.07398203522467027
desplazamiento,ocurrir,politic,1,0.017859734329195735
desplazamiento,pais,politic,2,0.045920884776933006
desplazamiento,periodo,politic,2,0.045920884776933006
desplazamiento,reportar,politic,2,0.045920884776933006
desplazamiento,situacion,politic,1,0.017859734329195735
desplazamiento,unidad,politic,2,0.045920884776933006
desplazamiento,victimas,politic,1,0.017859734329195735
desplazamiento,viento,politic,2,0.045920884776933006
desplazamiento,vision,politic,1,0.017859734329195735
desplazar,presidente,politic,3,0.07398203522467027
desplazar,zona,politic,3,0.07398203522467027
despreciable,crimen,tech,3,0.020402832237083064
despreciable,nina,tech,2,0.010201416118541534
despreciable,nino,tech,1,0.0
despu,conocer,tech,3,0.020402832237083064
despu,cuerpo,tech,1,0.0
despu,instruccion,tech,2,0.010201416118541534
destacado,aspecto,tech,3,0.020402832237083064
destacado,compromiso,tech,2,0.010201416118541534
destacado,demostracion,tech,3,0.020402832237083064
destacado,destreza,tech,2,0.010201416118541534
destacado,empresa,tech,1,0.0
destacado,robot,tech,1,0.0
destacar,alternativa,tech,1,0.0
destacar,ambito,tech,1,0.0
destacar,aplicar,tech,2,0.010201416118541534
destacar,apple,tech,3,0.020402832237083064
destacar,capacidad,tech,2,0.010201416118541534
destacar,cubierta,tech,2,0.010201416118541534
destacar,cuero,tech,1,0.0
destacar,detener,tech,1,0.0
destacar,disenado,tech,1,0.0
destacar,encontrar,tech,3,0.020402832237083064
destacar,establecio,tech,2,0.010201416118541534
destacar,grande,tech,1,0.0
destacar,indicado,tech,3,0.020402832237083064
destacar,lanzallamas,tech,2,0.010201416118541534
destacar,mai,tech,3,0.020402832237083064
destacar,meta,tech,2,0.010201416118541534
destacar,nuevo,tech,1,0.0
destacar,produccion,tech,3,0.020402832237083064
destacar,pronunciar,tech,2,0.010201416118541534
destacar,respecto,tech,1,0.0
destacar,restriccion,tech,3,0.020402832237083064
destacar,significativamente,tech,2,0.010201416118541534
destacar,tecnologia,tech,3,0.020402832237083064
destacar,temporal,tech,2,0.010201416118541534
destacar,temu,tech,3,0.020402832237083064
destacar,textura,tech,3,0.020402832237083064
destacar,usuario,tech,1,0.0
destaco,aplicacion,tech,3,0.020402832237083064
destaco,desarrollo,tech,1,0.0
destaco,fase,tech,2,0.010201416118541534
destinacion,fondo,politic,1,0.017859734329195735
destinacion,ingresar,politic,2,0.045920884776933006
destinacion,recurso,politic,3,0.07398203522467027
destinado,android,tech,1,0.0
destinado,aplicacion,tech,2,0.010201416118541534
destinado,contenido,tech,1,0.0
destinado,creador,tech,2,0.010201416118541534
destinado,desarrollador,tech,3,0.020402832237083064
destinado,electoral,politic,1,0.017859734329195735
destinado,pago,politic,3,0.07398203522467027
destinado,recompensar,tech,3,0.020402832237083064
destinado,testigo,politic,2,0.045920884776933006
destinatario,notificacion,tech,2,0.010201416118541534
destinatario,recibir,tech,3,0.020402832237083064
destinatario,responder,tech,1,0.0
destino,aproximadamente,tech,1,0.0
destino,billon,tech,3,0.020402832237083064
destino,yuanes,tech,2,0.010201416118541534
destreza,manipular,tech,2,0.010201416118541534
destreza,objeto,tech,1,0.0
destreza,robot,tech,3,0.020402832237083064
destruir,archivado,politic,2,0.045920884776933006
destruir,clan,politic,3,0.07398203522467027
destruir,colombiano,politic,1,0.017859734329195735
destruir,engavetar,politic,3,0.07398203522467027
destruir,golfo,politic,2,0.045920884776933006
desvelar,creacion,tech,1,0.0
desvelar,publico,tech,3,0.020402832237083064
desvelar,reciente,tech,2,0.010201416118541534
desventaja,evaluar,tech,3,0.020402832237083064
desventaja,mejor,tech,1,0.0
desventaja,sso,tech,2,0.010201416118541534
desviar,coima,politic,2,0.045920884776933006
desviar,facilitar,politic,1,0.017859734329195735
desviar,pagar,politic,3,0.07398203522467027
detalla,comportar,tech,1,0.0
detalla,desear,tech,2,0.010201416118541534
detalla,empresa,tech,3,0.020402832237083064
detalladamente,abrir,tech,2,0.010201416118541534
detalladamente,nunca,tech,3,0.020402832237083064
detalladamente,ventana,tech,1,0.0
detallar,ayuda,tech,2,0.010201416118541534
detallar,estudio,tech,3,0.020402832237083064
detallar,instagram,tech,1,0.0
detallar,pagina,tech,3,0.020402832237083064
detallar,publicado,tech,2,0.010201416118541534
detallar,revista,tech,1,0.0
detalle,color,tech,3,0.020402832237083064
detalle,especifico,tech,3,0.020402832237083064
detalle,estabilizacion,tech,1,0.0
detalle,facilidad,tech,1,0.0
detalle,masivo,tech,1,0.0
detalle,mejor,tech,3,0.020402832237083064
detalle,mercado,tech,2,0.010201416118541534
detalle,pais,tech,2,0.010201416118541534
detalle,plataforma,tech,3,0.020402832237083064
detalle,precision,tech,2,0.010201416118541534
detalle,robot,tech,3,0.020402832237083064
detalle,tecnologia,tech,2,0.010201416118541534
detalle,tv,tech,1,0.0
detalle,x,tech,2,0.010201416118541534
detallo,actor,tech,3,0.020402832237083064
detallo,malicioso,tech,2,0.010201416118541534
detallo,tomar,tech,1,0.0
deteccion,posible,tech,2,0.010201416118541534
deteccion,prevencion,tech,3,0.020402832237083064
deteccion,vulnerabilidad,tech,1,0.0
detectar,abusivo,tech,2,0.010201416118541534
detectar,actividad,tech,3,0.020402832237083064
detectar,autorizado,tech,2,0.010201416118541534
detectar,ciberataqu,tech,3,0.020402832237083064
detectar,comportamiento,tech,3,0.020402832237083064
detectar,cuenta,tech,1,0.0
detectar,embargo,tech,2,0.010201416118541534
detectar,perjudicial,tech,1,0.0
detener,ia,tech,2,0.010201416118541534
detener,querido,tech,1,0.0
detener,simulacion,tech,3,0.020402832237083064
determinacion,colombia,politic,1,0.017859734329195735
determinacion,corresponder,politic,3,0.07398203522467027
determinacion,cosa,politic,3,0.07398203522467027
determinacion,escasear,politic,2,0.045920884776933006
determinacion,interes,politic,2,0.045920884776933006
determinacion,negociacion,politic,1,0.017859734329195735
determinar,alguien,tech,3,0.020402832237083064
determinar,beneficio,tech,1,0.0
determinar,bonificacion,tech,1,0.0
determinar,causar,tech,2,0.010201416118541534
determinar,comportamiento,tech,3,0.020402832237083064
determinar,contenido,tech,2,0.010201416118541534
determinar,deseado,tech,2,0.010201416118541534
determinar,directo,tech,1,0.0
determinar,elegibilidad,tech,3,0.020402832237083064
determinar,escalamiento,tech,2,0.010201416118541534
determinar,existir,tech,3,0.020402832237083064
determinar,haciar,tech,3,0.020402832237083064
determinar,modelo,tech,1,0.0
determinar,privilegio,tech,1,0.0
determinar,relacion,tech,2,0.010201416118541534
determinar,resultado,tech,3,0.020402832237083064
determinar,silenciar,tech,2,0.010201416118541534
determinar,whatsapp,tech,1,0.0
detras,aparente,tech,3,0.020402832237083064
detras,camaraderia,tech,2,0.010201416118541534
detras,creatividad,tech,1,0.0
detras,lider,tech,1,0.0
detras,quinteto,tech,2,0.010201416118541534
detras,xiaomi,tech,3,0.020402832237083064
deuda,comprador,tech,2,0.010201416118541534
deuda,fiel,tech,3,0.020402832237083064
deuda,oportunidad,tech,1,0.0
deuda,social,politic,3,0.07398203522467027
devastador,bienestar,tech,1,0.0
devastador,mental,tech,2,0.010201416118541534
devastador,salud,tech,3,0.020402832237083064
development,abusivo,tech,2,0.010201416118541534
development,revelo,tech,3,0.020402832237083064
development,sostenido,tech,1,0.0
device,center,tech,2,0.010201416118541534
device,platform,tech,3,0.020402832237083064
device,samsung,tech,1,0.0
diabetes,cancer,tech,3,0.020402832237083064
diabetes,desarrollar,tech,2,0.010201416118541534
diabetes,distinto,tech,1,0.0
diablo,criminal,tech,1,0.0
diablo,industria,tech,2,0.010201416118541534
diablo,poderoso,tech,3,0.020402832237083064
diagnosticar,curar,tech,3,0.020402832237083064
diagnosticar,enfermedad,tech,2,0.010201416118541534
diagnosticar,instancia,tech,1,0.0
diagnosticar,mal,tech,3,0.020402832237083064
diagnosticar,necesitar,tech,1,0.0
diagnosticar,paciente,tech,2,0.010201416118541534
diagnosticar,tratamiento,tech,2,0.010201416118541534
diagnosticar,tratar,tech,3,0.020402832237083064
diagnostico,acertado,politic,3,0.07398203522467027
diagnostico,erroneo,tech,3,0.020402832237083064
diagnostico,falla,politic,2,0.045920884776933006
diagnostico,sistema,politic,1,0.017859734329195735
diagnostico,vital,tech,3,0.020402832237083064
dialogo,agregar,politic,3,0.07398203522467027
dialogo,camino,politic,2,0.045920884776933006
dialogo,celular,tech,1,0.0
dialogo,consenso,tech,3,0.020402832237083064
dialogo,george,tech,2,0.010201416118541534
dialogo,gobierno,politic,2,0.045920884776933006
dialogo,grabe,politic,1,0.017859734329195735
dialogo,llevar,politic,1,0.017859734329195735
dialogo,mostrar,politic,1,0.017859734329195735
dialogo,narino,politic,2,0.045920884776933006
dialogo,problematica,tech,2,0.010201416118541534
dialogo,rcn,politic,3,0.07398203522467027
dialogo,regional,politic,3,0.07398203522467027
dialogo,tiempo,tech,3,0.020402832237083064
dialogo,zhao,tech,1,0.0
diario,galaxy,tech,3,0.020402832237083064
diario,mala,tech,1,0.0
diario,matoneos,tech,3,0.020402832237083064
diario,s,tech,1,0.0
diario,tab,tech,2,0.010201416118541534
diario,violencia,tech,2,0.010201416118541534
diaz,crisis,politic,2,0.045920884776933006
diaz,octubre,politic,6,0.15816548656788207
diaz,suponer,politic,4,0.10204318567240755
diferencia,apple,tech,2,0.010201416118541534
diferencia,artificial,tech,1,0.0
diferencia,campo,tech,3,0.020402832237083064
diferencia,celula,tech,2,0.010201416118541534
diferencia,comportar,tech,1,0.0
diferencia,concluir,tech,1,0.0
diferencia,entender,tech,1,0.0
diferencia,forma,tech,3,0.020402832237083064
diferencia,inteligencia,tech,2,0.010201416118541534
diferencia,liderar,tech,1,0.0
diferencia,permitir,tech,3,0.020402832237083064
diferencia,separado,tech,2,0.010201416118541534
diferencia,sutil,tech,3,0.020402832237083064
diferencia,todavia,tech,2,0.010201416118541534
diferencia,tratar,tech,3,0.020402832237083064
diferenciacion,consultora,tech,1,0.0
diferenciacion,explicar,tech,2,0.010201416118541534
diferenciacion,limitado,tech,3,0.020402832237083064
diferenciador,centrado,tech,1,0.0
diferenciador,compania,tech,3,0.020402832237083064
diferenciador,empresa,tech,2,0.010201416118541534
diferenciador,enfoque,tech,2,0.010201416118541534
diferenciador,inversion,tech,3,0.020402832237083064
diferenciador,tecnologico,tech,1,0.0
diferencial,derecho,politic,3,0.07398203522467027
diferencial,justicia,politic,1,0.017859734329195735
diferencial,verdad,politic,2,0.045920884776933006
dificil,dato,tech,1,0.0
dificil,encender,tech,2,0.010201416118541534
dificil,luz,tech,1,0.0
dificil,proteccion,tech,2,0.010201416118541534
dificil,sobrestimar,tech,3,0.020402832237083064
dificil,torno,tech,3,0.020402832237083064
dificilmente,ofrecer,politic,1,0.017859734329195735
dificilmente,rural,politic,2,0.045920884776933006
dificilmente,vida,politic,3,0.07398203522467027
dificultad,cubrir,politic,3,0.07398203522467027
dificultad,gasto,politic,2,0.045920884776933006
dificultad,pagar,politic,3,0.07398203522467027
dificultad,publico,politic,1,0.017859734329195735
dificultad,servicio,politic,2,0.045920884776933006
dificultad,vecino,politic,1,0.017859734329195735
difundido,afirmar,politic,1,0.017859734329195735
difundido,red,politic,3,0.07398203522467027
difundido,social,politic,2,0.045920884776933006
difunto,derecho,tech,2,0.010201416118541534
difunto,desarrollo,tech,3,0.020402832237083064
difunto,digital,tech,2,0.010201416118541534
difunto,donante,tech,1,0.0
difunto,huella,tech,3,0.020402832237083064
difunto,proteger,tech,3,0.020402832237083064
difunto,sistema,tech,2,0.010201416118541534
digital,aportar,tech,2,0.010201416118541534
