_from,to,category,score,normalized_score
pobre,base,tech,2,0.010201416118541534
pobre,dato,tech,1,0.0
pobre,encuesta,politic,2,0.045920884776933006
pobre,herramienta,tech,1,0.0
pobre,justicia,politic,3,0.07398203522467027
pobre,lejos,politic,3,0.07398203522467027
pobre,necesariamente,politic,3,0.07398203522467027
pobre,personalidad,politic,1,0.017859734329195735
pobre,presidente,politic,1,0.017859734329195735
pobre,queir,politic,2,0.045920884776933006
pobre,social,politic,2,0.045920884776933006
pobre,tendran,tech,3,0.020402832237083064
pobreza,agravar,politic,2,0.045920884776933006
pobreza,colombiano,politic,2,0.045920884776933006
pobreza,desplazado,politic,1,0.017859734329195735
pobreza,efecto,politic,1,0.017859734329195735
pobreza,estructura,politic,1,0.017859734329195735
pobreza,extender,politic,2,0.045920884776933006
pobreza,hogar,politic,2,0.045920884776933006
pobreza,poblacion,politic,3,0.07398203522467027
pobreza,resolver,politic,3,0.07398203522467027
pobreza,siguiente,politic,1,0.017859734329195735
pobreza,situacion,politic,3,0.07398203522467027
pobreza,vivir,politic,3,0.07398203522467027
poderoso,alta,tech,1,0.0
poderoso,camara,tech,3,0.020402832237083064
poderoso,clan,politic,3,0.07398203522467027
poderoso,criminal,tech,2,0.010201416118541534
poderoso,dolar,tech,1,0.0
poderoso,financiar,politic,2,0.045920884776933006
poderoso,industria,tech,6,0.051007080592707664
poderoso,mover,tech,2,0.010201416118541534
poderoso,principal,tech,2,0.010201416118541534
poderoso,tentaculo,tech,1,0.0
poderoso,varios,politic,1,0.017859734329195735
podia,atra,tech,2,0.010201416118541534
podia,faltar,tech,3,0.020402832237083064
podia,proteccion,tech,2,0.010201416118541534
podia,publicacion,tech,2,0.010201416118541534
podia,quedar,tech,3,0.020402832237083064
podia,responder,tech,3,0.020402832237083064
podia,respuesta,tech,1,0.0
podia,subacuatico,tech,1,0.0
podia,tratar,tech,1,0.0
podiar,acceder,tech,3,0.020402832237083064
podiar,dato,tech,2,0.010201416118541534
podiar,personal,tech,1,0.0
podrar,comenzar,tech,3,0.020402832237083064
podrar,conversacion,tech,2,0.010201416118541534
podrar,iniciar,tech,6,0.051007080592707664
podrar,lanzar,tech,3,0.020402832237083064
podrar,mensaje,tech,1,0.0
podrar,nuevo,tech,4,0.0306042483556246
podrar,organizado,tech,1,0.0
podrar,recibir,tech,2,0.010201416118541534
podrar,respuesta,tech,2,0.010201416118541534
podrar,seguir,tech,3,0.020402832237083064
podrar,smartphone,tech,1,0.0
podrar,video,tech,2,0.010201416118541534
podria,accion,tech,1,0.0
podria,archivar,tech,1,0.0
podria,conversacion,tech,2,0.010201416118541534
podria,curso,tech,2,0.010201416118541534
podria,indicacion,tech,3,0.020402832237083064
podria,siguiente,tech,3,0.020402832237083064
polarizacion,disparado,politic,3,0.07398203522467027
polarizacion,estancamiento,politic,1,0.017859734329195735
polarizacion,mitad,politic,2,0.045920884776933006
poled,borde,tech,1,0.0
poled,full,tech,3,0.020402832237083064
poled,hd,tech,4,0.0306042483556246
poled,hz,tech,3,0.020402832237083064
poled,p,tech,1,0.0
poled,resolucion,tech,2,0.010201416118541534
poled,super,tech,4,0.0306042483556246
polemica,alcance,politic,2,0.045920884776933006
polemica,cuenta,politic,3,0.07398203522467027
polemica,destinacion,politic,1,0.017859734329195735
polemica,dinero,politic,1,0.017859734329195735
polemica,duda,politic,3,0.07398203522467027
polemica,supuestamente,politic,2,0.045920884776933006
policia,armada,politic,2,0.045920884776933006
policia,ejercito,politic,3,0.07398203522467027
policia,etc,politic,1,0.017859734329195735
policia,miembro,politic,3,0.07398203522467027
policia,narcotrafico,politic,2,0.045920884776933006
policia,revelacion,politic,1,0.017859734329195735
politica,aplicacion,tech,2,0.010201416118541534
politica,benjamin,politic,1,0.017859734329195735
politica,bloqueo,tech,3,0.020402832237083064
politica,cerrado,tech,1,0.0
politica,contenido,tech,2,0.010201416118541534
politica,crimen,politic,3,0.07398203522467027
politica,critica,politic,2,0.045920884776933006
politica,cuenta,tech,2,0.010201416118541534
politica,desplazamiento,politic,4,0.10204318567240755
politica,ecosistema,tech,2,0.010201416118541534
politica,enfrentar,politic,3,0.07398203522467027
politica,equiparar,politic,1,0.017859734329195735
politica,forzado,politic,2,0.045920884776933006
politica,google,tech,1,0.0
politica,guerrero,politic,3,0.07398203522467027
politica,instagram,tech,1,0.0
politica,mascarilla,tech,1,0.0
politica,mayor,politic,1,0.017859734329195735
politica,ministro,politic,2,0.045920884776933006
politica,monetizacion,tech,3,0.020402832237083064
politica,obligado,politic,1,0.017859734329195735
politica,permitirar,tech,1,0.0
politica,publica,politic,6,0.15816548656788207
politica,publica,tech,3,0.020402832237083064
politica,publicar,tech,2,0.010201416118541534
politica,publico,politic,3,0.07398203522467027
politica,reganadientes,politic,2,0.045920884776933006
politica,salud,tech,3,0.020402832237083064
politica,tema,politic,2,0.045920884776933006
politica,tienda,tech,6,0.051007080592707664
politica,unidos,politic,3,0.07398203522467027
politico,administrador,politic,1,0.017859734329195735
politico,ayudar,politic,2,0.045920884776933006
politico,brillante,politic,3,0.07398203522467027
politico,cercano,politic,3,0.07398203522467027
politico,crear,politic,1,0.017859734329195735
politico,gustavo,politic,1,0.017859734329195735
politico,institucion,politic,3,0.07398203522467027
politico,presidente,politic,2,0.045920884776933006
politico,resultar,politic,2,0.045920884776933006
pono,carlos,politic,2,0.045920884776933006
pono,estructura,politic,3,0.07398203522467027
pono,patino,politic,1,0.017859734329195735
popular,amazon,tech,2,0.010201416118541534
popular,android,tech,3,0.020402832237083064
popular,ebay,tech,1,0.0
popular,incluir,tech,3,0.020402832237083064
popular,instalacion,tech,1,0.0
popular,instantanea,tech,1,0.0
popular,juego,tech,3,0.020402832237083064
popular,mensajeria,tech,2,0.010201416118541534
popular,plataforma,tech,3,0.020402832237083064
popular,prometer,tech,1,0.0
popular,serpiente,tech,2,0.010201416118541534
popular,sumar,tech,2,0.010201416118541534
popularidad,latinoamerica,tech,3,0.020402832237083064
popularidad,semestre,tech,3,0.020402832237083064
porcentaje,actor,politic,3,0.07398203522467027
porcentaje,causante,politic,1,0.017859734329195735
porcentaje,competidor,tech,2,0.010201416118541534
porcentaje,creciente,tech,3,0.020402832237083064
porcentaje,cuenta,tech,1,0.0
porcentaje,identificado,politic,2,0.045920884776933006
porcentaje,iphone,tech,1,0.0
porcentaje,superior,tech,3,0.020402832237083064
porcentaje,venta,tech,2,0.010201416118541534
portal,hdm,tech,2,0.010201416118541534
portal,llegada,tech,1,0.0
portal,oficial,tech,3,0.020402832237083064
portal,perfecto,tech,3,0.020402832237083064
portal,reinventar,tech,2,0.010201416118541534
portal,valor,tech,1,0.0
poseer,camara,tech,2,0.010201416118541534
poseer,continuacion,tech,1,0.0
poseer,poderoso,tech,3,0.020402832237083064
poseer,principal,tech,1,0.0
poseer,realmente,tech,3,0.020402832237083064
poseer,seguro,tech,2,0.010201416118541534
posibilidad,aca,tech,1,0.0
posibilidad,administrador,tech,2,0.010201416118541534
posibilidad,bloquear,tech,3,0.020402832237083064
posibilidad,cerca,tech,2,0.010201416118541534
posibilidad,conocer,tech,3,0.020402832237083064
posibilidad,conocido,tech,2,0.010201416118541534
posibilidad,considerar,tech,3,0.020402832237083064
posibilidad,curar,tech,2,0.010201416118541534
posibilidad,desplazar,politic,3,0.07398203522467027
posibilidad,diagnosticar,tech,3,0.020402832237083064
posibilidad,diagnostico,tech,3,0.020402832237083064
posibilidad,directamente,tech,1,0.0
posibilidad,dispositivo,tech,1,0.0
posibilidad,enviar,tech,1,0.0
posibilidad,erroneo,tech,2,0.010201416118541534
posibilidad,excepto,tech,1,0.0
posibilidad,futuro,tech,2,0.010201416118541534
posibilidad,ingreso,tech,2,0.010201416118541534
posibilidad,obtener,tech,3,0.020402832237083064
posibilidad,oportunidad,tech,1,0.0
posibilidad,paciente,tech,1,0.0
posibilidad,presidente,politic,1,0.017859734329195735
posibilidad,responder,tech,3,0.020402832237083064
posibilidad,servicio,tech,3,0.020402832237083064
posibilidad,usuario,tech,2,0.010201416118541534
posibilidad,zona,politic,2,0.045920884776933006
posibilitar,imagen,tech,2,0.010201416118541534
posibilitar,proyeccion,tech,3,0.020402832237083064
posibilitar,tridimensional,tech,1,0.0
posible,accion,politic,1,0.017859734329195735
posible,amplificar,tech,1,0.0
posible,aseverar,politic,3,0.07398203522467027
posible,asimismo,tech,2,0.010201416118541534
posible,avanzado,tech,2,0.010201416118541534
posible,camara,tech,1,0.0
posible,consecuencia,politic,3,0.07398203522467027
posible,conversacion,tech,2,0.010201416118541534
posible,critica,politic,2,0.045920884776933006
posible,diseno,tech,2,0.010201416118541534
posible,enviar,tech,3,0.020402832237083064
posible,escenario,tech,3,0.020402832237083064
posible,externo,tech,2,0.010201416118541534
posible,gracias,tech,3,0.020402832237083064
posible,gustavo,politic,2,0.045920884776933006
posible,implicacion,politic,3,0.07398203522467027
posible,linea,tech,1,0.0
posible,llevar,politic,2,0.045920884776933006
posible,mencionar,tech,1,0.0
posible,mensaje,tech,2,0.010201416118541534
posible,petro,politic,1,0.017859734329195735
posible,plataforma,tech,1,0.0
posible,reforma,politic,1,0.017859734329195735
posible,silenciar,tech,3,0.020402832237083064
posible,televisor,tech,3,0.020402832237083064
posible,vulnerabilidad,tech,3,0.020402832237083064
posiblemente,competidor,tech,2,0.010201416118541534
posiblemente,industria,tech,1,0.0
posiblemente,preocupacion,tech,3,0.020402832237083064
posicion,comunicado,politic,1,0.017859734329195735
posicion,cuanto,tech,2,0.010201416118541534
posicion,exponer,politic,3,0.07398203522467027
posicion,gobierno,politic,2,0.045920884776933006
posicion,lider,tech,3,0.020402832237083064
posicion,otorgar,politic,1,0.017859734329195735
posicion,popularidad,tech,3,0.020402832237083064
posicion,previamente,politic,2,0.045920884776933006
posicion,radical,politic,3,0.07398203522467027
posicion,semestre,tech,2,0.010201416118541534
posicion,unidad,tech,1,0.0
posicionar,apetecido,tech,3,0.020402832237083064
posicionar,chatgpt,tech,2,0.010201416118541534
posicionar,competidor,tech,6,0.051007080592707664
posicionar,directo,tech,2,0.010201416118541534
posicionar,frente,tech,1,0.0
posicionar,gemini,tech,1,0.0
posicionar,mejor,tech,2,0.010201416118541534
posicionar,valorado,tech,1,0.0
pospandemia,realizado,tech,3,0.020402832237083064
pospandemia,tigo,tech,2,0.010201416118541534
pospandemia,universidad,tech,1,0.0
post,alertar,tech,1,0.0
post,especialista,tech,2,0.010201416118541534
post,mortem,tech,3,0.020402832237083064
postal,cliente,tech,2,0.010201416118541534
postal,dato,tech,3,0.020402832237083064
postal,nombre,tech,1,0.0
posteriormente,ampliar,tech,3,0.020402832237083064
posteriormente,incluir,tech,2,0.010201416118541534
posteriormente,juego,tech,1,0.0
postmortem,detallar,tech,2,0.010201416118541534
postmortem,estudio,tech,1,0.0
postmortem,hallazgo,tech,3,0.020402832237083064
potable,asegurar,politic,3,0.07398203522467027
potable,david,politic,1,0.017859734329195735
potable,senador,politic,2,0.045920884776933006
potencia,garantia,tech,1,0.0
potencia,industria,tech,1,0.0
potencia,mundial,tech,3,0.020402832237083064
potencia,perduracion,tech,2,0.010201416118541534
potencia,poderoso,tech,2,0.010201416118541534
potencia,rendimiento,tech,3,0.020402832237083064
potencia,seguridad,tech,3,0.020402832237083064
potencial,aplicacion,tech,3,0.020402832237083064
potencial,area,tech,3,0.020402832237083064
potencial,celula,tech,1,0.0
potencial,consumo,tech,2,0.010201416118541534
potencial,dano,tech,3,0.020402832237083064
potencial,diseno,tech,2,0.010201416118541534
potencial,entretenimiento,tech,1,0.0
potencial,equipo,tech,1,0.0
potencial,imagen,tech,2,0.010201416118541534
potencial,lograr,tech,3,0.020402832237083064
potencial,medicina,tech,2,0.010201416118541534
potencial,negligente,tech,1,0.0
potencial,psicologico,tech,2,0.010201416118541534
potencial,quizas,tech,1,0.0
potencial,repercusion,tech,3,0.020402832237083064
potencial,tecnologia,tech,1,0.0
potencial,transformar,tech,3,0.020402832237083064
potencial,videojuego,tech,2,0.010201416118541534
potente,bateria,tech,3,0.020402832237083064
potente,permitir,tech,2,0.010201416118541534
potente,procesador,tech,3,0.020402832237083064
potente,reproduccion,tech,1,0.0
potente,s,tech,1,0.0
potente,snapdragon,tech,2,0.010201416118541534
pqrs,aplicacion,tech,2,0.010201416118541534
pqrs,correo,tech,1,0.0
pqrs,directamente,tech,3,0.020402832237083064
practica,comportamiento,tech,1,0.0
practica,configuracion,tech,2,0.010201416118541534
practica,defender,politic,2,0.045920884776933006
practica,dirigir,tech,2,0.010201416118541534
practica,gestion,tech,2,0.010201416118541534
practica,identidad,tech,1,0.0
practica,involucrado,tech,3,0.020402832237083064
practica,menu,tech,1,0.0
practica,practicado,politic,1,0.017859734329195735
practica,principio,politic,3,0.07398203522467027
practica,solida,tech,3,0.020402832237083064
practica,truco,tech,3,0.020402832237083064
practicado,vida,politic,3,0.07398203522467027
practico,medico,tech,1,0.0
practico,paciente,tech,2,0.010201416118541534
practico,pulgada,tech,3,0.020402832237083064
practico,significar,tech,3,0.020402832237083064
precario,dentro,politic,1,0.017859734329195735
precario,desplazado,politic,3,0.07398203522467027
precario,vulnerable,politic,2,0.045920884776933006
precaucion,fa,tech,2,0.010201416118541534
precaucion,practica,tech,1,0.0
precaucion,seguridad,tech,3,0.020402832237083064
precedente,gracias,tech,1,0.0
precedente,mercado,tech,3,0.020402832237083064
precedente,smartphon,tech,2,0.010201416118541534
precio,amplio,tech,3,0.020402832237083064
precio,conversion,tech,2,0.010201416118541534
precio,dispositivo,tech,1,0.0
precio,dolar,tech,3,0.020402832237083064
precio,economico,tech,1,0.0
precio,medio,tech,3,0.020402832237083064
precio,menor,tech,1,0.0
precio,mercado,tech,2,0.010201416118541534
precio,modelo,tech,2,0.010201416118541534
precio,promedio,tech,3,0.020402832237083064
precio,seriar,tech,1,0.0
precio,venta,tech,2,0.010201416118541534
precisamente,informe,politic,2,0.045920884776933006
precisamente,manifestar,politic,3,0.07398203522467027
precisamente,revelar,politic,1,0.017859734329195735
precision,avanzado,tech,1,0.0
precision,casa,tech,2,0.010201416118541534
precision,distribucion,tech,3,0.020402832237083064
precision,excepcional,tech,3,0.020402832237083064
precision,facilidad,tech,3,0.020402832237083064
precision,gracias,tech,2,0.010201416118541534
precision,incluido,tech,3,0.020402832237083064
precision,movimiento,tech,2,0.010201416118541534
precision,mundo,tech,1,0.0
precision,notable,tech,3,0.020402832237083064
precision,ofrecer,tech,2,0.010201416118541534
precision,permitir,tech,1,0.0
precision,posible,tech,3,0.020402832237083064
precision,potencia,tech,1,0.0
precision,profundidad,tech,2,0.010201416118541534
precision,senal,tech,3,0.020402832237083064
precision,smartphon,tech,2,0.010201416118541534
precision,tridimensional,tech,1,0.0
preciso,calidad,tech,2,0.010201416118541534
preciso,comprometer,tech,3,0.020402832237083064
preciso,disenador,tech,1,0.0
preciso,fotografo,tech,2,0.010201416118541534
preciso,imagen,tech,1,0.0
preciso,mundo,tech,3,0.020402832237083064
preciso,plus,tech,3,0.020402832237083064
preciso,vivir,tech,2,0.010201416118541534
predecir,requerimiento,tech,3,0.020402832237083064
predecir,tiempo,tech,1,0.0
predecir,usuario,tech,2,0.010201416118541534
predeterminado,borrar,tech,2,0.010201416118541534
predeterminado,buscar,tech,3,0.020402832237083064
predeterminado,dato,tech,1,0.0
preferencia,almacenar,tech,1,0.0
preferencia,anterior,tech,2,0.010201416118541534
preferencia,coincidencia,tech,3,0.020402832237083064
preferencia,encargada,tech,2,0.010201416118541534
preferencia,fin,tech,2,0.010201416118541534
preferencia,otorgar,tech,1,0.0
preferencia,puesto,tech,3,0.020402832237083064
preferencia,senalar,tech,1,0.0
preferencia,usuario,tech,3,0.020402832237083064
preferir,casual,tech,2,0.010201416118541534
preferir,cita,tech,3,0.020402832237083064
preferir,divertido,tech,1,0.0
preferir,inicio,tech,3,0.020402832237083064
preferir,sesion,tech,2,0.010201416118541534
preferir,unico,tech,1,0.0
pregunta,aclaratoria,tech,3,0.020402832237083064
pregunta,adema,tech,2,0.010201416118541534
pregunta,aquel,tech,2,0.010201416118541534
pregunta,bumble,tech,2,0.010201416118541534
pregunta,celula,tech,3,0.020402832237083064
pregunta,ceo,tech,1,0.0
pregunta,desear,tech,1,0.0
pregunta,equilibrar,tech,1,0.0
pregunta,especifico,tech,3,0.020402832237083064
pregunta,funciona,tech,1,0.0
pregunta,george,tech,3,0.020402832237083064
pregunta,matiz,tech,3,0.020402832237083064
pregunta,propio,tech,1,0.0
pregunta,recomendado,tech,3,0.020402832237083064
pregunta,sano,tech,2,0.010201416118541534
pregunta,zhao,tech,2,0.010201416118541534
preguntar,aceptar,tech,2,0.010201416118541534
preguntar,cooki,tech,1,0.0
preguntar,desear,tech,3,0.020402832237083064
preguntar,registrar,politic,1,0.017859734329195735
preguntar,unidad,politic,3,0.07398203522467027
preguntar,victimas,politic,2,0.045920884776933006
preinstalado,alarma,tech,2,0.010201416118541534
preinstalado,conectividad,tech,3,0.020402832237083064
preinstalado,vibracion,tech,1,0.0
prelacion,capturado,politic,2,0.045920884776933006
prelacion,medio,politic,1,0.017859734329195735
prelacion,seguridad,politic,3,0.07398203522467027
premium,afirmar,tech,1,0.0
premium,aquel,tech,1,0.0
premium,costo,tech,3,0.020402832237083064
premium,disenado,tech,2,0.010201416118541534
premium,disponer,tech,3,0.020402832237083064
premium,enorme,tech,2,0.010201416118541534
premium,genai,tech,2,0.010201416118541534
premium,incluido,tech,3,0.020402832237083064
premium,micropago,tech,3,0.020402832237083064
premium,orientado,tech,1,0.0
premium,procesador,tech,2,0.010201416118541534
premium,publicidad,tech,2,0.010201416118541534
premium,serie,tech,3,0.020402832237083064
premium,snapdragon,tech,1,0.0
prensa,acceder,politic,2,0.045920884776933006
prensa,alli,politic,3,0.07398203522467027
prensa,base,politic,1,0.017859734329195735
prensa,fin,politic,3,0.07398203522467027
prensa,grabe,politic,1,0.017859734329195735
prensa,lunes,politic,1,0.017859734329195735
prensa,publicado,politic,3,0.07398203522467027
prensa,tarde,politic,2,0.045920884776933006
prensa,vera,politic,2,0.045920884776933006
preocupacion,competidor,tech,3,0.020402832237083064
preocupacion,ejemplo,tech,2,0.010201416118541534
preocupacion,empresa,tech,1,0.0
preocupacion,exposicion,tech,3,0.020402832237083064
preocupacion,importante,tech,3,0.020402832237083064
preocupacion,industria,tech,2,0.010201416118541534
preocupacion,informacion,tech,1,0.0
preocupacion,joven,tech,2,0.010201416118541534
preocupacion,justicia,politic,2,0.045920884776933006
preocupacion,pobre,politic,3,0.07398203522467027
preocupacion,robotica,tech,1,0.0
preocupacion,social,politic,1,0.017859734329195735
preocupado,futuro,politic,3,0.07398203522467027
preocupado,nadies,politic,2,0.045920884776933006
preocupado,pais,politic,1,0.017859734329195735
preocupante,activar,tech,3,0.020402832237083064
preocupante,apoyo,tech,1,0.0
preocupante,grave,tech,3,0.020402832237083064
preocupante,mental,tech,1,0.0
preocupante,ruta,tech,2,0.010201416118541534
preocupante,salud,tech,2,0.010201416118541534
preocupar,consumidor,tech,3,0.020402832237083064
preparar,alimento,tech,3,0.020402832237083064
preparar,cocina,tech,1,0.0
preparar,honor,tech,2,0.010201416118541534
preparar,lanzamiento,tech,3,0.020402832237083064
preparar,limpiar,tech,2,0.010201416118541534
preparar,magic,tech,1,0.0
presa,agravar,politic,1,0.017859734329195735
presa,gota,politic,5,0.1301043361201448
prescrita,eliminacion,tech,1,0.0
prescrita,limpieza,tech,3,0.020402832237083064
prescrita,terreno,tech,2,0.010201416118541534
presencia,dominante,tech,3,0.020402832237083064
presencia,especialista,tech,1,0.0
presencia,marca,tech,3,0.020402832237083064
presencia,mensajeria,tech,2,0.010201416118541534
presencia,mortem,tech,2,0.010201416118541534
presencia,pais,tech,2,0.010201416118541534
presencia,post,tech,3,0.020402832237083064
presencia,red,tech,1,0.0
presencial,crear,tech,1,0.0
presencial,cualquiera,tech,3,0.020402832237083064
presencial,usuario,tech,2,0.010201416118541534
presentacion,denominado,tech,3,0.020402832237083064
presentacion,let,tech,2,0.010201416118541534
presentacion,loose,tech,1,0.0
presentado,alli,politic,3,0.07398203522467027
presentado,indicar,politic,2,0.045920884776933006
presentado,menor,politic,1,0.017859734329195735
presentar,abultado,tech,2,0.010201416118541534
presentar,apple,tech,2,0.010201416118541534
presentar,basica,tech,2,0.010201416118541534
presentar,celular,tech,1,0.0
presentar,cofundador,tech,3,0.020402832237083064
presentar,companero,tech,3,0.020402832237083064
presentar,d,tech,1,0.0
presentar,demanda,tech,2,0.010201416118541534
presentar,diseno,tech,3,0.020402832237083064
presentar,disfrutar,tech,1,0.0
presentar,ecommerce,tech,1,0.0
presentar,equilibrio,tech,3,0.020402832237083064
presentar,fraude,tech,2,0.010201416118541534
presentar,gran,tech,3,0.020402832237083064
presentar,ideal,tech,2,0.010201416118541534
presentar,impresionante,tech,2,0.010201416118541534
presentar,impulsar,tech,2,0.010201416118541534
presentar,indicador,tech,3,0.020402832237083064
presentar,map,tech,3,0.020402832237083064
presentar,mediante,tech,3,0.020402832237083064
presentar,meta,tech,1,0.0
presentar,necesidad,tech,1,0.0
presentar,nuevo,tech,1,0.0
presentar,relevante,tech,1,0.0
presentar,servicio,tech,2,0.010201416118541534
presentar,steve,tech,1,0.0
presentar,tv,tech,2,0.010201416118541534
presentar,ultima,tech,3,0.020402832237083064
presentar,variedad,tech,3,0.020402832237083064
presentar,ventaja,tech,3,0.020402832237083064
presentar,version,tech,2,0.010201416118541534
presentar,video,tech,1,0.0
presentar,view,tech,2,0.010201416118541534
presentar,visualizacion,tech,1,0.0
presentar,x,tech,3,0.020402832237083064
presente,divertido,tech,2,0.010201416118541534
presente,fragilidad,politic,2,0.045920884776933006
presente,hogar,politic,1,0.017859734329195735
presente,mayor,politic,3,0.07398203522467027
presente,revelo,tech,1,0.0
presente,telefono,tech,3,0.020402832237083064
preservar,comodidad,tech,3,0.020402832237083064
preservar,identificar,politic,1,0.017859734329195735
preservar,incluso,tech,2,0.010201416118541534
preservar,largo,tech,1,0.0
preservar,mensaje,politic,2,0.045920884776933006
preservar,vida,politic,3,0.07398203522467027
presidencia,derecha,politic,3,0.07398203522467027
presidencia,extremo,politic,2,0.045920884776933006
presidencial,congresista,politic,2,0.045920884776933006
presidencial,critica,politic,1,0.017859734329195735
presidencial,declaracion,politic,1,0.017859734329195735
presidencial,partido,politic,2,0.045920884776933006
presidencial,petro,politic,3,0.07398203522467027
presidencial,politica,politic,3,0.07398203522467027
presidencial,punto,politic,3,0.07398203522467027
presidencial,recurso,politic,1,0.017859734329195735
presidencial,relacionado,politic,2,0.045920884776933006
presidencial,senalar,politic,3,0.07398203522467027
presidencial,unidos,politic,2,0.045920884776933006
president,camara,politic,2,0.045920884776933006
president,creer,politic,3,0.07398203522467027
president,gobernar,politic,2,0.045920884776933006
president,pobre,politic,1,0.017859734329195735
president,representantes,politic,1,0.017859734329195735
president,senado,politic,3,0.07398203522467027
presidenta,bloomberg,tech,1,0.0
presidenta,intervencion,tech,2,0.010201416118541534
presidenta,xbox,tech,3,0.020402832237083064
presidente,abrir,politic,1,0.017859734329195735
presidente,alto,politic,2,0.045920884776933006
presidente,antonio,politic,3,0.07398203522467027
presidente,avanzar,politic,2,0.045920884776933006
presidente,camino,politic,1,0.017859734329195735
presidente,chaves,politic,2,0.045920884776933006
presidente,colombia,politic,1,0.017859734329195735
presidente,comisionado,politic,1,0.017859734329195735
presidente,constituyente,politic,2,0.045920884776933006
presidente,cuestionar,politic,1,0.017859734329195735
presidente,detractor,politic,1,0.017859734329195735
presidente,dialogo,politic,3,0.07398203522467027
presidente,discusion,politic,1,0.017859734329195735
presidente,economia,politic,1,0.017859734329195735
presidente,ee,politic,3,0.07398203522467027
presidente,evidente,politic,1,0.017859734329195735
presidente,garcia,politic,1,0.017859734329195735
presidente,gustavo,politic,27,0.7474496459703647
presidente,hablar,politic,3,0.07398203522467027
presidente,historia,politic,2,0.045920884776933006
presidente,izquierda,politic,6,0.15816548656788207
presidente,manifestar,politic,3,0.07398203522467027
presidente,medio,politic,1,0.017859734329195735
presidente,milton,politic,3,0.07398203522467027
presidente,nadies,politic,2,0.045920884776933006
presidente,navarro,politic,2,0.045920884776933006
presidente,oficina,politic,3,0.07398203522467027
presidente,permanente,politic,1,0.017859734329195735
presidente,petro,politic,24,0.6632661946271529
presidente,pobre,politic,1,0.017859734329195735
presidente,precisamente,politic,2,0.045920884776933006
presidente,preocupacion,politic,2,0.045920884776933006
presidente,presunto,politic,1,0.017859734329195735
presidente,proceso,politic,1,0.017859734329195735
presidente,querer,politic,3,0.07398203522467027
presidente,rcn,politic,2,0.045920884776933006
presidente,referir,politic,1,0.017859734329195735
presidente,romper,politic,1,0.017859734329195735
presidente,uu,politic,2,0.045920884776933006
presion,acuerdo,politic,1,0.017859734329195735
presion,agregar,politic,2,0.045920884776933006
presion,crisis,politic,2,0.045920884776933006
presion,eln,politic,3,0.07398203522467027
presion,faltar,politic,3,0.07398203522467027
presion,firma,politic,2,0.045920884776933006
presion,grabe,politic,1,0.017859734329195735
presion,innecesario,politic,3,0.07398203522467027
presion,justicia,politic,3,0.07398203522467027
presion,pagar,politic,1,0.017859734329195735
presion,suscitar,politic,1,0.017859734329195735
presion,voluntad,politic,2,0.045920884776933006
presionar,compliacion,tech,1,0.0
presionar,numero,tech,2,0.010201416118541534
presionar,repetidamente,tech,3,0.020402832237083064
prestacion,administracion,politic,1,0.017859734329195735
prestacion,publico,politic,2,0.045920884776933006
prestacion,servicio,politic,3,0.07398203522467027
presunto,autor,politic,3,0.07398203522467027
presunto,comparativo,politic,1,0.017859734329195735
presunto,dato,tech,2,0.010201416118541534
presunto,documento,politic,2,0.045920884776933006
presunto,financiacion,politic,3,0.07398203522467027
presunto,irregular,politic,2,0.045920884776933006
presunto,pago,politic,3,0.07398203522467027
presunto,president,politic,2,0.045920884776933006
presunto,senado,politic,1,0.017859734329195735
presunto,violacion,politic,1,0.017859734329195735
presunto,violacion,tech,3,0.020402832237083064
presupuestal,fiscal,politic,3,0.07398203522467027
presupuestal,manifestar,politic,2,0.045920884776933006
presupuestal,voluntad,politic,1,0.017859734329195735
pretender,archivado,politic,1,0.017859734329195735
pretender,destruir,politic,3,0.07398203522467027
pretender,engavetar,politic,2,0.045920884776933006
pretender,mercado,tech,2,0.010201416118541534
pretender,precedente,tech,3,0.020402832237083064
pretender,smartphon,tech,1,0.0
pretendiente,iniciar,tech,1,0.0
pretendiente,masculino,tech,3,0.020402832237083064
pretendiente,responder,tech,2,0.010201416118541534
prevencion,asimismo,tech,1,0.0
prevencion,creer,politic,1,0.017859734329195735
prevencion,cuasi,politic,3,0.07398203522467027
prevencion,marxista,politic,2,0.045920884776933006
prevencion,posible,tech,3,0.020402832237083064
prevencion,proteccion,tech,3,0.020402832237083064
prevencion,seguridad,tech,2,0.010201416118541534
prevencion,usuario,tech,1,0.0
prevencion,vulnerabilidad,tech,2,0.010201416118541534
prevenir,forestal,tech,2,0.010201416118541534
prevenir,gestion,tech,1,0.0
prevenir,incendio,tech,3,0.020402832237083064
prevenir,introduccion,tech,3,0.020402832237083064
prevenir,patron,tech,2,0.010201416118541534
prevenir,vulnerabilidad,tech,1,0.0
previamente,brindar,tech,1,0.0
previamente,cambio,tech,3,0.020402832237083064
previamente,comunicado,politic,3,0.07398203522467027
previamente,contrato,tech,2,0.010201416118541534
previamente,desarrollado,tech,3,0.020402832237083064
previamente,extenso,tech,1,0.0
previamente,firmo,tech,3,0.020402832237083064
previamente,iniciado,tech,3,0.020402832237083064
previamente,microsoft,tech,2,0.010201416118541534
previamente,objetivo,tech,2,0.010201416118541534
previamente,plataforma,tech,3,0.020402832237083064
previo,apple,tech,1,0.0
previo,diferencia,tech,3,0.020402832237083064
